text	label	label_id	graph	sen_id	labels
Bezirk, Kat. G. Meidling werden unter Anwendung des § 1 der Bauordnung (BO) für Wien die folgenden Bestimmungen gemäß §§ 4 und 5 der BO für Wien getroffen:	NOT	0	(u_34 / treffen  :2 (u_35 / Bestimmung  :0 (u_28 / folgend)  :1-of (u_57 / gemaess  :2 (u_13 / COORD  :0 (u_58 / X5)  :0 (u_67 / PARAGRAPHPARAGRAPH  :0 (u_42 / BO  :1-of (u_22 / fuer  :2 (u_44 / Wien)  :1 u_34)))  :0 (u_68 / X4))))  :1-of (u_38 / unter  :2 (u_39 / Anwendung  :0 (u_40 / PARAGRAPH  :0 (u_41 / Bauordnung  :0 u_42)  :0 (u_43 / X1)))))	7870e_1_0	[]
Bestimmungen des Plans Die roten Planzeichen gelten als neu festgesetzt;	NOT	0	(u_164 / gelten  :2 (u_165 / festsetzen  :0 (u_166 / neu  :0 (u_91 / als)))  :1 (u_35 / Bestimmung  :0 (u_62 / Plan  :0 (u_637 / planzeich  :0 (u_25 / rot)))))	7870e_2_0	[]
die schwarzen Planzeichen behalten ihre Rechtskraft, sofern sie nicht rot überdeckt, durchkreuzt oder durchgestrichen sind.	NOT	0	(u_381 / behalten  :0 (u_13 / COORD  :0 (u_384 / ueberdecken)  :0 (u_25 / rot)  :0 (u_195 / NEG)  :1 (u_49 / sie)  :0 (u_231 / EXC)  :0 (u_638 / durchstreihen)  :0 (u_383 / durchkreuzen))  :2 (u_46 / Rechtskraft)  :1 (u_72 / Planzeichen  :0 (u_385 / schwarz)))	7870e_2_1	[]
Für die rechtliche Bedeutung der roten Planzeichen ist die beiliegende „Zeichenerklärung für den Flächenwidmungsplan und den Bebauungsplan“ (§§ 4 und 5 der BO für Wien) vom 21. März 2019 maßgebend, die einen Bestandteil dieses Beschlusses bildet.	NOT	0	(u_63 / massgebend  :1 (u_64 / Zeichenerklaerung  :0 (u_65 / beiliegend)  :1-of (u_22 / fuer  :2 (u_13 / COORD  :0 (u_54 / Bebauungsplan)  :0 (u_66 / Flaechenwidmungsplan  :0 (u_67 / PARAGRAPHPARAGRAPH  :0 u_42  :0 u_13))  :0 (u_58 / X5)  :0 (u_68 / X4))  :1 (u_42 / BO)  :2 (u_44 / Wien)  :1 u_63  :2 (u_71 / Bedeutung  :0 (u_72 / Planzeichen  :0 (u_25 / rot))  :0 (u_73 / rechtlich))))  :1-of (u_69 / von  :2 (u_148 / Maerz)))	7870e_2_2	[]
Bestimmungen mit Bezeichnung des Geltungsbereichs mit dem Planzeichen BB Für die mit BB19 bezeichnete Grundfläche wird bestimmt: Die zur Errichtung gelangenden Gebäude sind nur der Altenbetreuung und sozialen Einrichtungen vorbehalten.	NOT	0	(u_77 / bestimmen  :2 (u_830 / vorbehalt  :0 (u_246 / nur)  :1 (u_138 / Gebaeude  :0 (u_199 / gelangend  :1-of (u_171 / zu  :2 (u_200 / Errichtung)))))  :2 (u_35 / Bestimmung  :1-of (u_26 / mit  :2 (u_102 / Bezeichnung  :0 u_103)  :1 (u_103 / Geltungsbereichs)  :2 (u_72 / Planzeichen  :0 (u_104 / BB)  :1-of (u_22 / fuer  :2 (u_225 / Grundflaeche  :0 u_130)))  :1 (u_130 / bezeichnet)  :2 (u_1124 / BB19))))	7870e_3_0	['Planzeichen', 'Nutzungsart']
Die Gebäudehöhe darf höchstens 16,0 m betragen.	NOT	0	(u_114 / betragen  :2 (u_82 / m  :0 (u_89 / X16COMMA0  :0 (u_110 / hoechstens)))  :0 (u_111 / PER)  :1 (u_106 / Gebaeudehoehe))	7870e_3_1	['GebaeudeHoeheMaxAbsolut']
Bestimmung des Verordnungstextes zu PD 7870, die innerhalb des Plangebietes ihre Rechtskraft verliert:	NOT	0	(u_35 / Bestimmung  :0 (u_1800 / Verordnungstextes  :1-of (u_171 / zu  :2 (u_904 / PD  :0 (u_1801 / X7870)))))	7870e_5_0	[]
Die Bestimmung Punkt 5.4. verliert ihre Rechtskraft.	NOT	0	(u_45 / verlieren  :2 (u_46 / Rechtskraft)  :1 (u_35 / Bestimmung))	7870e_6_0	[]
Im Übrigen behalten die mit Gemeinderatsbeschluss vom 26. Februar 2010, Pr. Zl. 5348/2009-GSV, PD 7870 festgesetzten Bestimmungen ihre Rechtskraft.	NOT	0	(u_381 / behalten  :2 (u_46 / Rechtskraft)  :1 (u_35 / Bestimmung  :0 (u_107 / festgesetzt  :1-of (u_69 / von  :2 (u_1728 / Februar))  :1-of (u_26 / mit  :2 (u_642 / Gemeinderatsbeschluss))))  :1-of (u_8 / in  :2 (u_643 / Uebrige)))	7870e_7_0	[]
Der Abteilungsleiter: Dipl.-Ing. Dr. Bernhard Steger	NOT	0	(u_141 / Abteilungsleiter  :0 (u_142 / DiplPERIODHYPHENIng))	7870e_7_1	[]
Unverkäufliches Dienstexemplar!	NOT	0	(u_145 / Dienstexemplar  :0 (u_146 / unverkaeuflich))	7576_0_0	[]
MAGISTRAT DER STADT WIEN MA 21 B Stadtteilplanung und Flächennutzung Süd-Nordost Plandokument 7576 Festsetzung des Flächenwidmungsplanes und des Bebauungsplanes	NOT	0	(u_0 / MAGISTRAT  :0 (u_1 / STADT  :0 (u_328 / B)  :0 (u_2 / X21)  :0 (u_3 / MA)  :0 (u_4 / WIEN)))	7576_0_1	[]
Der Gemeinderat hat in seiner Sitzung am 26. November 2003, Pr. Zl. 04676/2003–GSV, den folgenden Beschluss gefasst: In Festsetzung des Flächenwidmungsplanes und des Bebauungsplanes für das im Antragsplan Nr. 7576 mit der rot strichpunktierten Linie oder den in roter Schrift als „Plangebietsgrenze“ bezeichneten Fluchtlinien umschriebene Gebiet zwischen Florian-Hedorfer-Straße, Blériotgasse, Seeschlachtweg, Oriongasse, Linienzug 1-3 und Kaiser-Ebersdorfer Straße im 11.	NOT	0	(u_5 / fassen  :2 (u_12 / Festsetzung  :0 (u_6 / Gebiet  :0 (u_7 / umschrieben  :0 (u_87 / Fluchtlinie  :0 (u_130 / bezeichnet  :1-of (u_91 / als  :2 (u_149 / Plangebietsgrenze)))))  :1-of (u_16 / zwischen  :2 u_13))  :0 (u_13 / COORD  :0 (u_1802 / Ble1riotgasse)  :0 u_289  :0 (u_1808 / Hedorfer)  :0 (u_1803 / Seeschlachtweg)  :0 (u_1804 / Oriongasse)  :0 (u_17 / Linienzug  :0 (u_518 / X1HYPHEN3))  :0 (u_1805 / Kaiser  :0 (u_1806 / Ebersdorfer))  :0 (u_1807 / Florian)  :0 (u_14 / Bebauungsplanes)  :0 (u_15 / Flaechenwidmungsplanes))  :0 (u_8 / in  :1 u_130  :2 (u_150 / Schrift  :0 (u_25 / rot))  :1 (u_289 / Strasse)  :2 (u_1218 / X11)  :1 (u_24 / strichpunktiert  :0 u_25)  :2 (u_9 / Antragsplan  :0 (u_10 / NrPERIOD  :0 (u_1809 / X7576)))  :1 u_5  :2 (u_33 / Sitzung))  :1-of (u_22 / fuer  :2 (u_23 / Linie  :0 u_24  :0 (u_26 / mit))))  :2 (u_27 / Beschluss  :0 (u_28 / folgend))  :0 (u_29 / haben)  :1 (u_30 / Gemeinderat)  :1-of (u_31 / an  :2 (u_604 / November)))	7576_0_2	[]
Bezirk, Kat. G. Kaiserebersdorf und Simmering werden unter Anwendung des § 1 der BO für Wien folgende Bestimmungen getroffen:	NOT	0	(u_34 / treffen  :2 (u_35 / Bestimmung  :0 (u_28 / folgend))  :1-of (u_38 / unter  :2 (u_39 / Anwendung  :0 (u_40 / PARAGRAPH  :0 (u_42 / BO  :1-of (u_22 / fuer  :2 (u_44 / Wien)))  :0 (u_43 / X1)))))	7576_0_3	[]
Die bisher gültigen Flächenwidmungspläne und Bebauungspläne verlieren, soweit sie innerhalb des gegenständlichen Plangebietes liegen, ihre weitere Rechtskraft.	NOT	0	(u_45 / verlieren  :2 (u_46 / Rechtskraft  :0 (u_47 / weit))  :0 (u_48 / liegen  :1 (u_49 / sie)  :0 (u_50 / soweit)  :1-of (u_51 / innerhalb  :2 (u_52 / Plangebiet  :0 (u_53 / gegenstaendlich))))  :1 (u_13 / COORD  :0 (u_54 / Bebauungsplan)  :0 (u_55 / Flaechenwidmungsplaene)  :0 (u_162 / gueltig  :0 (u_163 / bisher))))	7576_1_0	[]
Die roten Planzeichen gelten als neu festgesetzt.	NOT	0	(u_164 / gelten  :2 (u_165 / festsetzen  :0 (u_166 / neu  :0 (u_91 / als)))  :1 (u_72 / Planzeichen  :0 (u_25 / rot)))	7576_3_0	[]
Für die rechtliche Bedeutung der Planzeichen ist die beiliegende „Zeichenerklärung für den Flächenwidmungsplan und den Bebauungsplan“ (§§ 4 und 5 BO für Wien) vom 1. Oktober 2001 maßgebend, die einen Bestandteil dieses Beschlusses bildet.	NOT	0	(u_63 / massgebend  :1 (u_64 / Zeichenerklaerung  :0 (u_65 / beiliegend)  :1-of (u_22 / fuer  :2 (u_13 / COORD  :0 (u_54 / Bebauungsplan)  :0 (u_66 / Flaechenwidmungsplan)  :0 (u_58 / X5)  :0 (u_68 / X4)  :0 u_42  :0 (u_67 / PARAGRAPHPARAGRAPH)  :0-of u_66)  :1 (u_42 / BO)  :2 (u_44 / Wien)  :1 u_63  :2 (u_71 / Bedeutung  :0 (u_72 / Planzeichen)  :0 (u_73 / rechtlich))))  :1-of (u_69 / von  :2 (u_167 / Oktober)))	7576_3_1	[]
Für die Querschnitte der Verkehrsflächen gemäß § 5 (2) lit. c der Bauordnung für Wien wird bestimmt, dass bei einer Straßenbreite ab 11,0 m Gehsteige mit jeweils mindestens 2,0 m Breite herzustellen sind.	NOT	0	(u_77 / bestimmen  :2 (u_78 / herstellen  :0 (u_79 / OBL)  :2 (u_80 / Gehsteig)  :0 (u_177 / dass)  :1-of (u_26 / mit  :2 (u_81 / Breite  :0 (u_82 / m  :0 (u_83 / X2COMMA0  :0 (u_84 / mindestens)  :0 (u_85 / jeweils))  :0 (u_299 / X11COMMA0))))  :1-of (u_174 / bei  :2 (u_175 / Strassenbreite  :1-of (u_219 / ab  :2 u_82))))  :1-of (u_22 / fuer  :2 (u_75 / Querschnitte  :0 (u_76 / Verkehrsflaeche  :1-of (u_57 / gemaess  :2 (u_40 / PARAGRAPH  :0 (u_180 / c  :0 u_41)))))  :1 (u_41 / Bauordnung)  :2 (u_44 / Wien)))	7576_4_0	['StrassenbreiteMin', 'GehsteigbreiteMin']
Gemäß § 5 (4) der Bauordnung für Wien wird für das gesamte Plangebiet ohne eigene Kennzeichnung im Plan bestimmt: Im gesamten Plangebiet darf bei den zur Errichtung gelangenden Gebäuden der höchste Punkt des Daches nicht höher als 4,5 m über der tatsächlich ausgeführten Gebäudehöhe liegen.	NOT	0	(u_77 / bestimmen  :2 (u_48 / liegen  :0 (u_194 / hoch  :0 (u_195 / NEG)  :1-of (u_91 / als  :2 (u_82 / m  :0 (u_109 / X4COMMA5))))  :1 (u_196 / Punkt  :0 (u_112 / Dach)  :0 u_194)  :0 (u_111 / PER)  :1-of (u_122 / ueber  :2 (u_106 / Gebaeudehoehe  :0 (u_197 / ausgefuehrt  :0 (u_198 / tatsaechlich))))  :1-of (u_174 / bei  :2 (u_138 / Gebaeude  :0 (u_199 / gelangend  :1-of (u_171 / zu  :2 (u_200 / Errichtung)))))  :1-of (u_8 / in  :2 (u_52 / Plangebiet  :0 (u_113 / gesamt)  :1-of (u_101 / ohne  :2 u_192))  :1 (u_192 / Kennzeichnung  :0 (u_193 / eigen))  :2 (u_62 / Plan)))  :1-of (u_22 / fuer  :2 u_52  :1 (u_41 / Bauordnung)  :2 (u_44 / Wien))  :1-of (u_57 / gemaess  :2 (u_40 / PARAGRAPH  :0 u_41)))	7576_5_0	['GesamtePlangebiet', 'GebaeudeHoeheArt', 'AbschlussDachMaxBezugGebaeude']
Gemäß § 5 (4) und teilweise unter Anwendung des § 5 (7) der Bauordnung für Wien wird für Teile des Plangebietes mit eigener Kennzeichnung im Plan (BB) bestimmt:	NOT	0	(u_22 / fuer  :1 (u_77 / bestimmen  :1-of (u_57 / gemaess  :2 (u_13 / COORD  :0 (u_39 / Anwendung  :0 u_40  :0 (u_38 / unter)  :0 (u_119 / teilweise))  :0 (u_40 / PARAGRAPH  :0 u_41  :0 (u_58 / X5)))))  :2 (u_324 / Teil  :0 (u_52 / Plangebiet)  :1-of (u_26 / mit  :2 (u_192 / Kennzeichnung  :0 (u_193 / eigen)  :1-of (u_8 / in  :2 (u_62 / Plan  :0 (u_104 / BB))))))  :1 (u_41 / Bauordnung)  :2 (u_44 / Wien))	7576_6_0	['Planzeichen']
Für die mit BB1 bezeichneten Flächen ist die Unterbrechung der geschlossenen Bauweise zulässig.	NOT	0	(u_111 / PER  :1 (u_126 / Unterbrechung  :0 (u_127 / Bauweise  :0 (u_128 / geschlossen)))  :1-of (u_22 / fuer  :2 (u_216 / Flaeche  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_131 / BB1))))))	7576_7_0	['Planzeichen', 'UnterbrechungGeschlosseneBauweise']
Auf der mit BB2 bezeichneten Fläche wird mit Ausnahme von Sport- und Spielplätzen die gärtnerische Ausgestaltung vorgeschrieben.	NOT	0	(u_1262 / vorschreiben  :2 (u_74 / Ausgestaltung  :0 (u_218 / gaertnerisch))  :1-of (u_26 / mit  :2 (u_358 / Ausnahme  :1-of (u_69 / von  :2 (u_13 / COORD  :0 (u_264 / Spielplatz)  :0 (u_557 / Sport))))  :1 (u_130 / bezeichnet)  :2 (u_140 / BB2))  :1-of (u_215 / auf  :2 (u_216 / Flaeche  :0 u_130)))	7576_8_0	['AnordnungGaertnerischeAusgestaltung', 'AusnahmeGaertnerischAuszugestaltende', 'Planzeichen']
Das Ausmaß des umbauten Raumes über dem anschließenden Gelände hat für die mit BB3 bezeichnete Fläche höchstens 49.500 m³, für die mit BB4 bezeichnete Fläche höchstens 9.150 m³, für die mit BB5 bezeichnete Fläche höchstens 19.000 m³, für die mit BB6 bezeichnete Fläche höchstens 11.000 m³, für die mit BB7 bezeichnete Fläche höchstens 2.150 m³ und für die mit BB8 bezeichnete Fläche höchstens 17.550 m³ zu betragen.	NOT	0	(u_29 / haben  :2 (u_342 / mCUBE  :0 (u_1810 / X49PERIOD500  :0 (u_110 / hoechstens)))  :1 (u_206 / Ausmass  :0 (u_330 / Raum  :0 (u_345 / umbaut)  :1-of (u_122 / ueber  :2 (u_123 / Gelaende  :0 (u_124 / anschliessend)))))  :1-of (u_22 / fuer  :2 (u_216 / Flaeche  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_263 / BB3))))))	7576_9_0	['VolumenUndUmbaubarerRaum', 'Planzeichen']
Auf der mit BB9 bezeichneten Fläche wird für den Raum bis zu einer Höhe von mindestens 6,0 m über dem anschließenden Gelände ein Durchgang angeordnet.	NOT	0	(u_322 / anordnen  :2 (u_454 / Durchgang)  :1-of (u_122 / ueber  :2 (u_123 / Gelaende  :0 (u_124 / anschliessend)))  :1-of (u_169 / bis  :2 (u_220 / Hoehe  :0 (u_171 / zu)  :1-of (u_69 / von  :2 (u_82 / m  :0 (u_660 / X6COMMA0  :0 (u_84 / mindestens))))))  :1-of (u_22 / fuer  :2 (u_330 / Raum))  :1-of (u_215 / auf  :2 (u_216 / Flaeche  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_687 / BB9))))))	7576_10_0	['Planzeichen', 'DurchgangHoehe']
Der darüber liegende Raum wird als Bauland/Wohngebiet, Bauklasse II, geschlossene Bauweise festgesetzt.	NOT	0	(u_165 / festsetzen  :2 (u_330 / Raum  :0 (u_693 / liegend  :0 (u_450 / darueber)))  :1-of (u_91 / als  :2 (u_321 / BaulandSLASH)))	7576_10_1	['Widmung', 'BauweiseID', 'Bauklasse']
Das Ausmaß des umbauten Raumes darf 850 m³ nicht überschreiten.	NOT	0	(u_255 / ueberschreiten  :0 (u_195 / NEG)  :2 (u_342 / mCUBE  :0 (u_1811 / X850))  :0 (u_111 / PER)  :1 (u_206 / Ausmass  :0 (u_330 / Raum  :0 (u_345 / umbaut))))	7576_10_2	['VolumenUndUmbaubarerRaum']
Räume, die ausgehend vom anschließenden Gelände bis zu 70 % von Wänden umschlossen, jedoch von einer Deckfläche abgeschlossen sind, sind den in den besonderen Bestimmungen BB3 bis BB9 festgesetzten Kubaturen nicht zuzurechnen.	NOT	0	(u_1812 / zurechnen  :0 (u_79 / OBL)  :0 (u_195 / NEG)  :2 (u_330 / Raum  :0 (u_13 / COORD  :0 (u_1813 / abschliessen  :0 (u_244 / jedoch)  :1-of (u_69 / von  :2 (u_1814 / Deckflaeche)  :1 u_13  :2 (u_1817 / Wand)  :2 (u_123 / Gelaende  :0 (u_124 / anschliessend))))  :0 (u_1815 / umschliessen)  :0 (u_1816 / ausgehend)  :1-of (u_169 / bis  :2 (u_489 / PERCENTAGE  :0 (u_257 / X70)  :0 (u_171 / zu))))))	7576_11_0	['Planzeichen']
Für die mit BB3 bis BB9 bezeichneten Flächen sind zusätzliche Kubaturen im maximalen Ausmaß von jeweils 5 % der in den Punkten 4.3 und 4.4 festgesetzten Kubaturen für die Errichtung von Stiegen, Gänge, Ausgänge zu den Dachflächen sowie sonstigen Verbindungswegen, deren Breite bzw. Höhen die im §106 Abs. 3 und Abs. 6 der Bauordnung für Wien vorgesehenen Ausmaße überschreiten, zulässig.	NOT	0	(u_111 / PER  :1 (u_415 / Kubatur  :0 (u_1818 / zusaetzlich)  :0 (u_107 / festgesetzt)  :1-of (u_22 / fuer  :2 (u_216 / Flaeche  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_263 / BB3  :1-of (u_169 / bis  :2 (u_1819 / bb9))))))  :2 (u_200 / Errichtung  :1-of (u_69 / von  :2 (u_13 / COORD  :0 (u_1820 / Gang)  :0 (u_1821 / Ausgang  :1-of (u_171 / zu  :2 (u_553 / Dachflaeche)))  :0 (u_1822 / Verbindungswegen  :0 (u_255 / ueberschreiten  :2 (u_425 / Ausmasse  :0 u_1823)  :1 (u_220 / Hoehe  :0 (u_96 / bzw))  :1 (u_81 / Breite))  :0 (u_1641 / sonstig))  :0 (u_1825 / Stiegen)  :0 (u_179 / AbsPERIOD  :0 (u_170 / X6))  :0 (u_558 / X3))  :1 u_206  :2 (u_489 / PERCENTAGE  :0 (u_58 / X5  :0 (u_85 / jeweils)))))))  :1-of (u_8 / in  :2 (u_206 / Ausmass  :0 u_415  :0 (u_249 / maximal))  :1 u_107  :2 (u_196 / Punkt)  :1 (u_1823 / vorgesehen)  :2 (u_1824 / PARAGRAPH106  :0 u_13)))	7576_12_0	['Planzeichen']
Für die mit BB3 bis BB9 bezeichneten Flächen sind zusätzliche Kubaturen im maximalen Ausmaß von jeweils 2 % der in den Punkten 4.3 und 4.4 festgesetzten Kubaturen für Raumhöhen, deren Ausmaß gemäß § 87 (5) der Bauordnung für Wien die gesetzlich vorgeschriebenen Erfordernisse überschreiten, zulässig.	NOT	0	(u_111 / PER  :1 (u_415 / Kubatur  :0 (u_1818 / zusaetzlich)  :0 (u_255 / ueberschreiten  :2 (u_422 / Erfordernis  :0 (u_423 / vorgeschrieben  :0 (u_424 / gesetzlich)))  :1 u_206  :1-of (u_57 / gemaess  :2 (u_40 / PARAGRAPH)))  :0 (u_107 / festgesetzt)  :0 (u_1826 / X4PERIOD3)  :1-of (u_22 / fuer  :2 (u_1827 / Raumhoehe)  :1 u_111  :2 (u_216 / Flaeche  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_263 / BB3  :1-of (u_169 / bis  :2 (u_1819 / bb9))))))))  :1-of (u_8 / in  :2 (u_206 / Ausmass  :0 u_415  :0 (u_249 / maximal)  :1-of (u_69 / von  :2 (u_489 / PERCENTAGE  :0 (u_181 / X2  :0 (u_85 / jeweils)))))  :1 u_107  :2 (u_196 / Punkt)))	7576_13_0	['Planzeichen']
Der Abteilungsleiter: Dipl.-Ing.	NOT	0	(u_141 / Abteilungsleiter  :0 (u_142 / DiplPERIODHYPHENIng))	7576_13_1	[]
Herbert Binder Senatsrat	NOT	0	(u_512 / Herbert  :0 (u_144 / Senatsrat)  :0 (u_513 / Bind))	7576_13_2	[]
MAGISTRAT DER STADT WIEN MA 21 B Stadtteilplanung und Flächennutzung Süd-Nordost Plandokument 7119K Abänderung des Flächenwidmungsplanes und des Bebauungsplanes	NOT	0	(u_0 / MAGISTRAT  :0 (u_1 / STADT  :0 (u_328 / B)  :0 (u_2 / X21)  :0 (u_3 / MA)  :0 (u_4 / WIEN)))	7119k_0_0	[]
Der Gemeinderat hat in seiner Sitzung am 5. Oktober 2006, Pr. Zl. 3533/2006–GSV, den folgenden Beschluss gefasst: In Abänderung des Flächenwidmungsplanes und des Bebauungsplanes für das im Antragsplan Nr. 7119K mit der rot strichpunktierten Linie umschriebene Gebiet zwischen Weidlichgasse, Linienzug 1-2, Hanselmayergasse und Linienzug 3-4 im 13.	NOT	0	(u_5 / fassen  :2 (u_628 / Abaenderung  :0 (u_13 / COORD  :0 (u_14 / Bebauungsplanes)  :0 (u_15 / Flaechenwidmungsplanes)  :0 (u_17 / Linienzug)  :0 (u_1829 / Hanselmayergasse)  :0 (u_1830 / Weidlichgasse))  :0 (u_8 / in  :1 (u_7 / umschrieben  :1-of (u_26 / mit  :2 (u_23 / Linie  :0 (u_24 / strichpunktiert  :0 (u_25 / rot)))))  :2 (u_9 / Antragsplan  :0 (u_10 / NrPERIOD  :0 (u_1828 / X7119K)))  :1 (u_6 / Gebiet  :0 u_7  :1-of (u_16 / zwischen  :2 u_13))  :2 (u_1479 / X13)  :1 u_5  :2 (u_33 / Sitzung))  :1-of (u_22 / fuer  :2 u_6))  :2 (u_27 / Beschluss  :0 (u_28 / folgend))  :0 (u_29 / haben)  :1 (u_30 / Gemeinderat)  :1-of (u_31 / an  :2 (u_167 / Oktober)))	7119k_0_1	[]
Bezirk, Kat. G. Hietzing werden unter Anwendung des § 1 der BO für Wien folgende Bestimmungen getroffen:	NOT	0	(u_34 / treffen  :2 (u_35 / Bestimmung  :0 (u_28 / folgend))  :1-of (u_38 / unter  :2 (u_39 / Anwendung  :0 (u_40 / PARAGRAPH  :0 (u_42 / BO  :1-of (u_22 / fuer  :2 (u_44 / Wien)))  :0 (u_43 / X1)))))	7119k_0_2	[]
Die roten Planzeichen gelten als neu festgesetzt;	NOT	0	(u_164 / gelten  :2 (u_165 / festsetzen  :0 (u_166 / neu)  :0 (u_91 / als))  :1 (u_72 / Planzeichen  :0 (u_25 / rot)))	7119k_1_0	[]
die schwarzen Planzeichen behalten ihre Rechtskraft, sofern sie nicht rot überdeckt, durchkreuzt oder durchstrichen sind.	NOT	0	(u_381 / behalten  :0 (u_13 / COORD  :0 (u_384 / ueberdecken)  :0 (u_25 / rot)  :0 (u_195 / NEG)  :1 (u_49 / sie)  :0 (u_231 / EXC)  :0 (u_382 / durchstrich)  :0 (u_383 / durchkreuzen))  :2 (u_46 / Rechtskraft)  :1 (u_72 / Planzeichen  :0 (u_385 / schwarz)))	7119k_1_1	[]
Für die rechtliche Bedeutung der Planzeichen ist die beiliegende „Zeichenerklärung für den Flächenwidmungsplan und den Bebauungsplan“ (§§ 4 und 5 BO für Wien) vom 1. Oktober 2001 maßgebend, die einen Bestandteil dieses Beschlusses bildet.	NOT	0	(u_63 / massgebend  :1 (u_64 / Zeichenerklaerung  :0 (u_65 / beiliegend)  :1-of (u_22 / fuer  :2 (u_13 / COORD  :0 (u_54 / Bebauungsplan)  :0 (u_66 / Flaechenwidmungsplan)  :0 (u_58 / X5)  :0 (u_68 / X4)  :0 u_42  :0 (u_67 / PARAGRAPHPARAGRAPH)  :0-of u_66)  :1 (u_42 / BO)  :2 (u_44 / Wien)  :1 u_63  :2 (u_71 / Bedeutung  :0 (u_72 / Planzeichen)  :0 (u_73 / rechtlich))))  :1-of (u_69 / von  :2 (u_167 / Oktober)))	7119k_2_0	[]
Im Übrigen haben die Planzeichen die Bedeutung, die sich aus dem Gemeinderatsbeschluss vom 30. September 1998, PD 7119 ergibt.	NOT	0	(u_29 / haben  :2 (u_71 / Bedeutung  :0 (u_417 / ergeben  :2 (u_99 / er)  :1 (u_121 / der)  :1-of (u_1013 / aus  :2 (u_642 / Gemeinderatsbeschluss  :1-of (u_69 / von  :2 (u_70 / September))))))  :1 (u_72 / Planzeichen)  :1-of (u_8 / in  :2 (u_643 / Uebrige)))	7119k_3_0	[]
Der Abteilungsleiter: Dipl.-Ing.	NOT	0	(u_141 / Abteilungsleiter  :0 (u_142 / DiplPERIODHYPHENIng))	7119k_3_1	[]
Herbert Binder Senatsrat	NOT	0	(u_512 / Herbert  :0 (u_144 / Senatsrat)  :0 (u_513 / Bind))	7119k_3_2	[]
MAGISTRAT DER STADT WIEN MA 21 A Stadtteilplanung und Flächennutzung Innen-West Plandokument 7650 Festsetzung des Flächenwidmungsplanes und des Bebauungsplanes	NOT	0	(u_1 / STADT  :0 (u_147 / A)  :0 (u_2 / X21)  :0 (u_3 / MA)  :0 (u_4 / WIEN))	7650_0_0	[]
