ID,Text,Labels
7863_1_0,"bezirk), josef-redl-gasse, kreuzwiesengasse, klampfelberggassse, dornbacher straße, hans-leinkauf-platz, waldegghofgasse, luchtengasse, promenadegasse, linienzug g-i, waldegghofgasse, linienzug j-m, schwarzenbergallee und neuwaldegger straße (parkbachbrücke) im 17. und 18. bezirk, kat. g. neuwaldegg, dornbach und pötzleinsdorf sowie in festsetzung einer schutzzone gemäß § 7 abs. 1 der bo für wien für teile dieses gebietes werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",['VerkehrsflaecheID']
7863_2_0,"die bisher gültigen flächenwidmungspläne und bebauungspläne verlieren, soweit sie innerhalb des gegenständlichen plangebietes liegen, ihre weitere rechtskraft.",[]
7863_4_0,die roten planzeichen gelten als neu festgesetzt.,[]
7863_4_1,"für die rechtliche bedeutung der roten planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 der bo für wien) vom 1. september 2007 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7863_5_0,"für die querschnitte der verkehrsflächen gemäß § 5 abs. 2 lit. c der bo für wien wird bestimmt, dass bei einer straßenbreite ab 11,0 m entlang der fluchtlinien gehsteige mit mindestens 2,0 m breite herzustellen sind.","['AnFluchtlinie', 'GehsteigbreiteMin', 'StrassenbreiteMin']"
7863_5_1,"bei einer straßenbreite bis zu 6,0 m sind gehsteige niveaugleich mit der fahrbahn auszuführen.",['StrassenbreiteMax']
7863_5_2,entlang der neuwaldegger straße zwischen klampfelberggasse und geroldgasse ist vorsorge zur pflanzung bzw. erhaltung von einer baumreihe zu treffen.,"['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7863_6_0,"bestimmungen gemäß § 5 abs. 4 der bo für wien für das gesamte plangebiet, ohne plandarstellung:",['GesamtePlangebiet']
7863_7_0,"der höchste punkt der im bauland zur errichtung gelangenden dächer darf nicht mehr als 4,5 m über der tatsächlich ausgeführten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt', 'Widmung']"
7863_8_0,an allen baulinien ist die errichtung von erkern untersagt.,"['AnFluchtlinie', 'VorbautenVerbot']"
7863_8_1,"vorstehende bauelemente, die der gliederung oder der architektonischen ausgestaltung der schauseiten dienen, dürfen an straßen bis 16,0 m breite höchstens 0,6 m und an straßen von mehr als 16,0 m breite höchstens 0,8 m über die baulinie ragen.","['StrassenbreiteMax', 'StrassenbreiteMin', 'VorstehendeBauelementeAusladungMax']"
7863_9_0,"soweit die zulässige gebäudehöhe nach § 81 abs. 2 der bo für wien zu ermitteln ist, wird für die gliederung der baumassen bestimmt, dass der obere abschluss der gebäudefronten an keiner stelle höher als das um 1,5 m vermehrte ausmaß der zulässigen gebäudehöhe über dem anschließenden gelände liegen darf.",['Massengliederung']
7863_10_0,"nicht bebaute, jedoch bebaubare baulandflächen sind gärtnerisch auszugestalten.","['AnordnungGaertnerischeAusgestaltung', 'Widmung']"
7863_11_0,innerhalb der als bauland gewidmeten und mit g bezeichneten flächen dürfen unterirdische gebäude nur im ausmaß von 20% des bauplatzes errichtet werden.,"['BebauteFlaecheMaxProzentual', 'Planzeichen', 'UnterirdischeBaulichkeiten', 'Widmung']"
7863_12_0,die mit nebengebäuden bebaute grundfläche darf höchstens 30 m² je bauplatz betragen.,['GebaeudeBautyp']
7863_12_1,"die dächer dieser nebengebäude sind ab einer größe von 12 m² entsprechend dem stand der technik als begrünte flachdächer auszubilden, sofern es sich nicht um glasdachkonstruktionen handelt.","['BegruenungDach', 'Dachart', 'DachflaecheMin', 'GebaeudeBautyp']"
7863_13_0,"einfriedungen auf gärtnerisch auszugestaltenden flächen dürfen ab einer höhe von 0,5 m den freien durchblick nicht hindern.","['AnordnungGaertnerischeAusgestaltung', 'EinfriedungAusgestaltung']"
7863_14_0,bestimmungen gemäß § 5 abs. 4 der bo für wien mit plandarstellung:,[]
7863_15_0,"innerhalb der mit bb1 bezeichneten und als grünland/schutzgebiet parkschutzgebiet gewidmeten grundflächen darf die gebäudehöhe 4,5m nicht überschreiten.","['GebaeudeHoeheMaxAbsolut', 'Planzeichen', 'Widmung']"
7863_15_1,"der höchste punkt des daches darf nicht höher als 4,5m über der ausgeführten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt']"
7863_16_0,"innerhalb der mit bb2 bezeichneten und als grünland/schutzgebiet parkschutzgebiet gewidmeten grundflächen darf die gebäudehöhe 7,5m nicht überschreiten.","['GebaeudeHoeheMaxAbsolut', 'Planzeichen', 'Widmung']"
7863_16_1,"der höchste punkt des daches darf nicht höher als 4,5m über der ausgeführten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt']"
7863_17_0,innerhalb der mit bb3 bezeichneten und als grünland/schutzgebiet parkschutzgebiet gewidmeten grundflächen darf die gebäudehöhe 9m nicht überschreiten.,"['GebaeudeHoeheMaxAbsolut', 'Planzeichen', 'Widmung']"
7863_17_1,"der höchste punkt des daches darf nicht höher als 4,5m über der ausgeführten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt']"
7863_18_0,innerhalb der mit bb4 bezeichneten und als grünland/schutzgebiet parkschutzgebiet gewidmeten grundflächen darf die bebaute fläche insgesamt 600m² nicht überschreiten.,"['BebauteFlaecheMax', 'Planzeichen', 'Widmung']"
7863_19_0,auf den mit g bb5 bezeichneten grundflächen dürfen keine unterirdischen gebäude errichtet werden.,"['Planzeichen', 'VonBebauungFreizuhalten', 'Widmung']"
7863_20_0,innerhalb des mit spk gewidmeten und des mit den buchstaben a und b – zwischen waldegghofgasse und schwarzenbergallee - gekennzeichneten bereiches ist ein öffentlicher durchgang mit einer mindestbreite von 3m frei zu halten und zu dulden.,"['DurchgangBreite', 'Planzeichen', 'VerkehrsflaecheID', 'Widmung']"
7863_21_0,innerhalb der mit bb7 bezeichneten und als grünland/schutzgebiet parkschutzgebiet gewidmeten grundflächen sind die zur errichtung gelangenden gebäude der zweckbestimmung religiöse einrichtung zuzuführen.,"['Nutzungsart', 'Planzeichen', 'Widmung']"
7863_22_0,innerhalb der mit bb8 bezeichneten und als grünland/schutzgebiet parkschutzgebiet gewidmeten grundflächen sind die zur errichtung gelangenden gebäude der zweckbestimmung internationale einrichtung zuzuführen.,"['Nutzungsart', 'Planzeichen', 'Widmung']"
7863_23_0,bestimmungen gemäß § 3 des wiener kleingartengesetzes mit plandarstellung:,[]
7863_24_0,auf den mit bb6 bezeichneten grundflächen darf das ausmaß der bebauten fläche 25m² je kleingarten nicht überschreiten.,"['BebauteFlaecheMax', 'Planzeichen']"
7863_24_1,der abteilungsleiter: dipl.-ing. klaus vatter obersenatsrat,[]
7080k_0_0,magistrat der stadt wien ma 21 b stadtteilplanung und flächennutzung süd-nordost plandokument 7080k abänderung des flächenwidmungsplanes und des bebauungsplanes,[]
7080k_0_1,"der gemeinderat hat in seiner sitzung am 01. dezember 2005, pr. zl. 4075/2005–gsv, den folgenden beschluss gefasst: in abänderung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7080k mit der rot strichpunktierten linie oder den in roter schrift als „plangebietsgrenze“ bezeichneten fluchtlinien umschriebene gebiet zwischen hödlgasse, ziedlergasse, linienzug 1-2 und scherbangasse im 23.",[]
7080k_0_2,"bezirk, kat. g. atzgersdorf werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
7080k_1_0,die roten planzeichen gelten als neu festgesetzt;,[]
7080k_1_1,"die schwarzen planzeichen behalten ihre rechtskraft, sofern sie nicht rot überdeckt, durchkreuzt oder durchstrichen sind.",[]
7080k_2_0,"für die rechtliche bedeutung der roten planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 bo für wien) vom 1. oktober 2001 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7080k_3_0,die bestimmungen 3.1.1 und 3.1.2.,[]
7080k_4_0,gemäß § 5 (4) der bauordnung für wien wird für teile des plangebietes mit eigener kennzeichnung im plan (bb) bestimmt:,[]
7080k_5_0,auf den mit bb17 bezeichneten flächen wird die bauliche ausnutzbarkeit mit maximal 45 % beschränkt.,"['BebauteFlaecheMaxProzentual', 'Planzeichen']"
7080k_5_1,diese beschränkung bezieht sich jeweils auf die durch fluchtlinien abgegrenzten flächen.,[]
7080k_5_2,bei teilung dieser flächen auf verschiedene bauplätze (oder sonstige bebaubare flächen) bezieht sich der prozentsatz der baulichen ausnutzbarkeit auf die in die einzelnen bauplätze (oder sonstige bebaubare flächen) entfallenden teilflächen.,[]
7080k_5_3,die dächer der zur errichtung gelangenden gebäude sind als flachdächer auszubilden und in einem ausmaß von mindestens 50 % ihrer fläche entsprechend dem stand der technischen wissenschaft zu begrünen.,"['AnteilDachbegruenung', 'Dachart']"
7080k_6_0,auf den mit bb18 bezeichneten flächen wird die bauliche ausnutzbarkeit mit maximal 70 % beschränkt.,"['BebauteFlaecheMaxProzentual', 'Planzeichen']"
7080k_6_1,diese beschränkung bezieht sich jeweils auf die durch fluchtlinien abgegrenzten flächen.,[]
7080k_6_2,bei teilung dieser flächen auf verschiedene bauplätze (oder sonstige bebaubare flächen) bezieht sich der prozentsatz der baulichen ausnutzbarkeit auf die in die einzelnen bauplätze (oder sonstige bebaubare flächen) entfallenden teilflächen.,[]
7080k_7_0,auf den mit bb19 bezeichneten flächen sind die dächer der zur errichtung gelangenden gebäude als flachdächer auszubilden.,"['Dachart', 'Planzeichen']"
7080k_8_0,"im übrigen haben die planzeichen die bedeutung, die sich aus dem gemeinderatsbeschluss vom 9. september 1999, pd 7080 ergibt.",[]
7080k_8_1,der abteilungsleiter: dipl.-ing.,[]
7080k_8_2,herbert binder senatsrat,[]
6963_0_0,unverkäufliches dienstexemplar!,[]
6963_0_1,m a g i s t r a t d e r s t a d t w i e n ma 21 a stadtteilplanung und flächennutzung innen-west plandokument 6963 festsetzung des flächenwidmungsplanes und des bebauungsplanes,[]
6963_0_2,"der gemeinderat hat in seiner sitzung am 30. september 1998 pr. zl. 363 gpz/98, den folgenden beschluß gefaßt: in festsetzung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 6963 mit der rot strichpunktierten linie umschriebene gebiet zwischen favoritenstraße, rainergasse, schönburgstraße und wiedner hauptstraße im 4.",[]
6963_0_3,"bezirk, kat. g. wieden sowie in festsetzung einer schutzzone gemäß § 7 (1) der bauordnung für wien für einen teilbereich des plangebietes und in festsetzung einer wohnzone gemäß § 7a (1) der bauordnung für wien für teilbereiche des plangebietes werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
6963_1_0,der bisher gültige flächenwidmungsplan und bebauungsplan verliert seine weitere rechtskraft.,[]
6963_3_0,die roten planzeichen gelten als neu festgesetzt.,[]
6963_3_1,"für die rechtliche bedeutung der planzeichen ist die beiliegende ""zeichenerklärung für den flächenwidmungsplan und den bebauungsplan"" (§§ 4 und 5 bo für wien) vom 1. september 1996 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
6963_4_0,"für die querschnitte der verkehrsflächen gemäß § 5 (2) lit c der bo für wien wird bestimmt, daß bei einer straßenbreite unter 10,0 m entlang der fluchtlinien gehsteige mit mindestens 0,8 m breite, bei einer straßenbreite von 10,0 m bis seite - 2 - unter 16,0 m entlang der fluchtlinien gehsteige mit mindestens 1,5 m breite und bei einer straßenbreite ab 16,0 m entlang der fluchtlinien gehsteige mit mindestens 2,0 m breite herzustellen sind.","['AnFluchtlinie', 'GehsteigbreiteMin', 'StrassenbreiteMax', 'StrassenbreiteMin', 'StrassenbreiteVonBis']"
6963_4_1,"für die verkehrsflächen wiedner hauptstraße, mayerhofgasse und graf-starhemberg-gasse sind vorkehrungen zu treffen, daß in der wiedner hauptstraße auf seite der ungeraden ordnungsnummern, in der graf-starhemberg-gasse auf seite der geraden ordnungsnummern zwischen waltergasse und rainergasse und in der mayerhofgasse an beiden straßenseiten die pflanzung einer baumreihe möglich ist.","['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
6963_5_0,gemäß § 5 (4) der bo für wien wird bestimmt:,[]
6963_6_0,textliche bestimmungen ohne plandarstellung,[]
6963_7_0,"im gesamten plangebiet ist an allen öffentlichen verkehrsflächen die errichtung von erkern, balkonen und vorragenden loggien untersagt.","['AnOeffentlichenVerkehrsflaechen', 'GesamtePlangebiet', 'VorbautenVerbot']"
6963_7_1,"vorstehende bauelemente, die der gliederung oder der architektonischen ausgestaltung dienen, sind bei straßenbreiten bis 16,0 m bis zu einer ausladung von 0,6 m, bei straßenbreiten ab 16,0 m bis zu einer ausladung von 0,8 m zulässig.","['StrassenbreiteMax', 'StrassenbreiteMin', 'VorstehendeBauelementeAusladungMax']"
6963_8_0,die errichtung von staffelgeschossen an den zur öffentlichen verkehrsfläche orientierten fronten wird untersagt.,['VerbotStaffelung']
6963_9_0,"für alle flächen, für die die gärtnerische ausgestaltung (g) vorgeschrieben ist, sind bei unterirdischen baulichkeiten vorkehrungen zu treffen, daß für das pflanzen von bäumen ausreichende erdkerne vorhanden bleiben.","['AnordnungGaertnerischeAusgestaltung', 'Planzeichen', 'UnterirdischeBaulichkeiten', 'VorkehrungBepflanzung', 'Widmung']"
6963_10_0,im gesamten plangebiet darf die mit nebengebäuden bebaute grundfläche höchstens 30 m2 je bauplatz betragen.,"['BebauteFlaecheMaxNebengebaeude', 'GebaeudeBautyp', 'GesamtePlangebiet']"
6963_10_1,die dächer von nebengebäuden sind ab einer größe von 5 m2 entsprechend dem stand der technischen wissenschaften als begrünte flachdächer auszubilden.,"['BegruenungDach', 'Dachart', 'DachflaecheMin', 'GebaeudeBautyp']"
6963_10_2,technische bzw. der belichtung dienende aufbauten sind im erforderlichen ausmaß zulässig.,['AufbautenZulaessig']
6963_11_0,"im gesamten plangebiet darf bei den zur errichtung gelangenden gebäuden der höchste punkt des daches maximal 4,5 m über der tatsächlich errichteten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt', 'GesamtePlangebiet']"
6963_12_0,besondere bestimmungen mit plandarstellung,[]
6963_13_0,"die dächer der gebäude, die auf den mit bb1 bezeichneten flächen zur errichtung gelangen, sind als begrünte, begehbare und bepflanzte dachgärten auszubilden.","['BegruenungDach', 'Dachart', 'Planzeichen']"
6963_13_1,technische bzw. der belichtung dienende aufbauten sind im erforderlichen ausmaß zulässig.,['AufbautenZulaessig']
6963_13_2,bei nichtbebauung sind die freibleibenden flächen mit ausnahme von manipulations- und zufahrtsflächen gärtnerisch zu gestalten.,"['AnordnungGaertnerischeAusgestaltung', 'AusnahmeGaertnerischAuszugestaltende']"
6963_14_0,entlang der mit bb2 bezeichneten baulinien dürfen keine fenster von aufenthaltsräumen von wohnungen seite - 3 - im erdgeschoß zu den verkehrsflächen hin orientiert werden.,"['AnFluchtlinie', 'Planzeichen', 'Stockwerk', 'VerbotFensterZuOeffentlichenVerkehrsflaechen']"
6963_15_0,"auf den mit bb3 bezeichneten flächen dürfen nur jene grundflächen bebaut werden, die im zeitpunkt der erlassung dieses flächenwidmungs- und bebauungsplanes mit hauptgebäuden bebaut sind.","['ErrichtungGebaeude', 'GebaeudeBautyp', 'Planzeichen']"
6963_15_1,die errichtung von nebengebäuden ist unzulässig.,"['ErrichtungGebaeude', 'GebaeudeBautyp']"
6963_15_2,nicht bebaute flächen sind gärtnerisch zu gestalten.,['AnordnungGaertnerischeAusgestaltung']
6963_16_0,"die mit p/bb4 bezeichnete parkplatzfläche ist dem abstellen von kraftfahrzeugen vorbehalten, wobei mindestens 5% der fläche gärtnerisch auszugestalten ist.","['AnlageZumEinstellenVorhanden', 'AnordnungGaertnerischeAusgestaltungProzentual', 'BBAllgemein', 'Planzeichen']"
6963_17_0,"auf der mit bb6 bezeichneten fläche darf der oberste abschluß der gebäude nicht mehr als 4,0 m über der tatsächlich ausgeführten gebäudehöhe liegen.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt', 'Planzeichen']"
6963_18_0,in den mit g/bb7 bezeichneten bereichen ist die errichtung von unterirdischen bauten untersagt.,"['Planzeichen', 'VonBebauungFreizuhalten', 'Widmung']"
6963_19_0,"in den als wohnzone ausgewiesenen bereichen ist mit ausnahme der bauplätze an den hauptverkehrsstraßen gemäß verordnung des gemeinderates betreffend die feststellung von haupt- und nebenstraßen (verlautbart im amtsblatt der stadt wien vom 19. september 1996, nr. 38) nur die errichtung von wohngebäuden zulässig, in denen nicht weniger als 80 v.h. der summe der nutzflächen der hauptgeschoße, jedoch unter ausschluß des erdgeschoßes, wohnzwecken vorbehalten sind.","['ErrichtungGebaeude', 'Nutzungsart', 'Stockwerk', 'Widmung']"
6963_20_0,gemäß § 5 (7) der bo für wien wird bestimmt: der mit bb5 bezeichnete raum wird bis zur konstruktionsunterkante seiner überbauung der öffentlichen verkehrsfläche zugeordnet.,['Planzeichen']
6963_20_1,"der darüberliegende raum wird als wohngebiet, bauklasse iv, gemessen vom gehsteiganlauf, festgesetzt.","['Bauklasse', 'Widmung']"
6963_20_2,der abteilungsleiter: dipl.-ing. klaus vatter senatsrat,[]
7119k_0_0,magistrat der stadt wien ma 21 b stadtteilplanung und flächennutzung süd-nordost plandokument 7119k abänderung des flächenwidmungsplanes und des bebauungsplanes,[]
7119k_0_1,"der gemeinderat hat in seiner sitzung am 5. oktober 2006, pr. zl. 3533/2006–gsv, den folgenden beschluss gefasst: in abänderung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7119k mit der rot strichpunktierten linie umschriebene gebiet zwischen weidlichgasse, linienzug 1-2, hanselmayergasse und linienzug 3-4 im 13.",[]
7119k_0_2,"bezirk, kat. g. hietzing werden unter anwendung des § 1 der bo für wien folgende bestimmungen getroffen:",[]
7119k_1_0,die roten planzeichen gelten als neu festgesetzt;,[]
7119k_1_1,"die schwarzen planzeichen behalten ihre rechtskraft, sofern sie nicht rot überdeckt, durchkreuzt oder durchstrichen sind.",[]
7119k_2_0,"für die rechtliche bedeutung der planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 bo für wien) vom 1. oktober 2001 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7119k_3_0,"im übrigen haben die planzeichen die bedeutung, die sich aus dem gemeinderatsbeschluss vom 30. september 1998, pd 7119 ergibt.",[]
7119k_3_1,der abteilungsleiter: dipl.-ing.,[]
7119k_3_2,herbert binder senatsrat,[]
7199_0_0,"ma21b-plan nr. 7199 beilage l antrag in festsetzung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7199 mit der rot strichpunktierten linie umschriebene gebiet zwischen atzgersdorfer straße, tullnertalgasse, trasse der öbb-südbahn (linienzug 1-2, verkehrsfluchtlinie), gatterederstraße, taglieberstraße, ruzickagasse, franz-graßler-gasse, heißgasse, marktgemeindegasse, linienzug 3-4 (straßenfluchtlinie), tullnertalgasse, ruzickagasse, bertègasse, linienzug 5-6 (grenzlinie), am rosenberg und linienzug 7-8 (bezirksgrenze) im 23.bezirk, kat.g. mauer und atzgersdorf werden unter anwendung des §1 der bauordnung für wien folgende bestimmungen getroffen:",[]
7199_1_0,der bisher gültige flächenwidmungsplan und bebauungsplan verliert seine weitere rechtskraft.,[]
7199_3_0,die roten planzeichen gelten als neu festgesetzt.,[]
7199_3_1,"für die rechtliche bedeutung der planzeichen ist die beiliegende ,,zeichenerklärung für den flächenwidmungsplan und den bebauungsplan"" (§§4 und 5 bo für wien) vom l. september 1996 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7199_4_0,"gemäß § 5 (2) lit. c der bo für wien wird für die querschnitte der verkehrsflächen bestimmt: bei einer straßenbreite ab 10,00 m breite sind entlang den fluchtlinien gehsteige mit mindestens 2,0 m breite herzustellen.","['AnFluchtlinie', 'GehsteigbreiteMin', 'StrassenbreiteMin']"
7199_4_1,"in der atzgersdorfer straße, friedensstraße, taglieberstraße zwischen rudolf-zellergasse und gatterederstraße und in der tullnertalgasse ist vorsorge zur erhaltung bzw. neupflanzung von durchgehenden baumreihen zu treffen.","['VerkehrsflaecheID', 'VorkehrungBepflanzung']"
7199_4_2,"in der gatterederstraße, atzgersdorfer straße, marktgemeindegasse, tullnertalgasse karlschwed-gasse und endemanngasse sind vorkehrungen zur herstellung einer radverkehrsanlage zu treffen.",['VerkehrsflaecheID']
7199_4_3,magistrat der stadt wien ma21 b antrag plan nr. 7199,[]
7199_5_0,gemäß § 5 (4) der bo für wien wird bestimmt:,[]
7199_6_0,bestimmungen für das gesamte plangebiet ohne plandarstellung:,[]
7199_7_0,erker dürfen die baulinien nicht überragen.,['VorbautenBeschraenkung']
7199_7_1,"über die baufluchtlinie in die vorgärten ragende bauteile müssen einen abstand von mindestens 3,0 m von baulinien einhalten.",[]
7199_8_0,die errichtung von staffelgeschoßen an den zu den baulinien orientierten schauseiten der gebäude ist untersagt.,"['AnFluchtlinie', 'VerbotStaffelung']"
7199_9_0,"der höchste punkt des daches von gebäuden darf höchstens 3,5 m über der im bebauungsplan festgesetzten gebäudehöhe liegen, wobei die errichtung von nur einem dachgeschoße gebäude zulässig ist.","['AbschlussDachMaxBezugGebaeude', 'GebaeudeHoeheArt', 'MaxAnzahlDachgeschosse']"
7199_10_0,flachdächer bis zu einer dachneigung von fünf grad sind entsprechend dem stand der technischen wissenschaften zu begrünen.,"['BegruenungDach', 'Dachart', 'DachneigungMax']"
7199_11_0,bestimmungen für die als bauland/wohngebiet bzw. gemischtes baugebiet gewidmeten bereiche:,['Widmung']
7199_12_0,"bebaubare, aber unbebaut bleibende grundflächen im bauland sind gärtnerisch auszugestalten.","['AnordnungGaertnerischeAusgestaltung', 'Widmung']"
7199_13_0,"bei der errichtung von unterirdischen baulichkeiten auf gärtnerisch auszugestaltenden grundflächen sind vorkehrungen zu treffen, daß für das pflanzen von bäumen ausreichende erdkerne vorhanden bleiben.","['AnordnungGaertnerischeAusgestaltung', 'UnterirdischeBaulichkeiten', 'VorkehrungBepflanzung']"
7199_14_0,die mit nebengebäuden bebaute gesamtfläche darf je bauplatz 30 m² nicht überschreiten.,"['BebauteFlaecheMaxNebengebaeude', 'GebaeudeBautyp']"
7199_14_1,flachdächer von nebengebäuden bis zu einer neigung von fünf grad sind ab einer größe von 5 m2 entsprechend dem stand der technischen wissenschaften zu begrünen.,"['BegruenungDach', 'Dachart', 'DachflaecheMin', 'DachneigungMax', 'GebaeudeBautyp']"
7199_15_0,"einfriedungen an seitlichen und hinteren grundgrenzen dürfen 2,0 m nicht überragen und ab einer höhe von 0,5 m den freien durchbück nicht hindern.","['EinfriedungAusgestaltung', 'EinfriedungHoeheGesamt', 'EinfriedungLage']"
7199_15_1,dies gilt nicht für einfriedungen an der grenze zwischen den widmungsgebieten bauland - wohngebiet bzw. bauland - gartensiedlungsgebiet und den als betriebsbaugebiet ausgewiesenen teilen des baulandes - gemischtes baugebiet.,['Widmung']
7199_16_0,bestimmungen für die als bauland/gemischtes baugebiet - betriebsbaugebiet bzw. geschäftsviertel gewidmeten bereiche:,['Widmung']
7199_17_0,"bebaubare, aber unbebaut bleibende grundflächen sind gärtnerisch auszugestalten, soweit sie nicht für die im § 79 (6) der bo für wien genannten baulichen anlagen sowie für rangier- und manipulationsflächen bzw. einstellplätze für kraftfahrzeuge im unbedingt erforderlichen ausmaß benötigt werden.","['AnordnungGaertnerischeAusgestaltung', 'AusnahmeGaertnerischAuszugestaltende']"
7199_18_0,"innerhalb der mit einkaufszentrum (ekz) ausgewiesenen flächen dürfen verkaufsräume, betriebsräume und lagerräume für das ausstellen und den verkauf von waren sowie für das erbringen von dienstleistungen, soweit diese eine bauliche einheit bilden, zusammen eine fläche von 3500 m2 nicht überschreiten.","['BBAllgemein', 'Planzeichen']"
7199_19_0,in dem als geschäftsviertel gewidmeten bereich ist die errichtung von wohnungen unbeschadet des § 6 (13) der bo für wien untersagt.,"['VerbotWohnung', 'Widmung']"
7199_19_1,magistrat der stadt wien ma21 b antrag plan nr. 7199,[]
7199_20_0,besondere bestimmungen für das gesamte plangebiet mit plandarstellung:,['GesamtePlangebiet']
7199_21_0,auf den mit bb1 bezeichneten flächen ist die unterbrechung der geschlossenen bauweise zulässig.,"['Planzeichen', 'UnterbrechungGeschlosseneBauweise']"
7199_22_0,innerhalb der mit g/bb2 bezeichneten flächen ist die errichtung von unterirdischen baulichkeiten untersagt.,"['Planzeichen', 'VonBebauungFreizuhalten', 'Widmung']"
7199_23_0,auf den mit bb3 bezeichneten flächen dürfen nur kleinhäuser gemäb § 116(1) der b o für wien mit einer bebauten grundfläche von höchstens 200 m2 und einer trakttiefe von höchstens 15 m errichtet werden.,"['BebauteFlaecheMax', 'Kleinhaeuser', 'Planzeichen']"
7199_24_0,auf den mit bb4 bezeichneten liegenschaften des gartensiedlungsgebietes darf die dachneigung der gebäude bis zu 45 grad betragen.,"['DachneigungMax', 'Planzeichen', 'Widmung']"
7199_25_0,"auf der mit esp bb5 bezeichneten fläche dürfen nur gebäude und bauliche aniagen, die im notwendigen zusammenhang mit der nutzung als sport- und spielplatz stehen, errichtet werden, wobei höchstens 10 % der mit bb5 bezeichneten fläche bebaut werden dürfen.","['BebauteFlaecheMaxProzentual', 'Planzeichen', 'Widmung']"
7199_25_1,"die gebäudehöhe wird für sportanlagen (hallen) mit 9,0 m, für alle anderen einrichtungen (garderoben, platzwartwohnung) mit 4,5 m beschränkt.",['GebaeudeHoeheMaxAbsolut']
7199_26_0,auf der mit esp/bb6 bezeichneten grundfläche ist die errichtung von baulichkeiten untersagt.,"['ErrichtungGebaeude', 'Planzeichen', 'Widmung']"
7199_27_0,die mit p/bb7 bezeichneten flächen sind nicht überdeckten anlagen zum einstellen von kraftfahrzeugen vorbehalten.,"['AnlageZumEinstellenVorhanden', 'BBAllgemein', 'Planzeichen']"
7199_28_0,"gemäß § 4 (3) in verbindung mit § 5 (7) der bo für wien wird bestimmt: in dem mit bb8 bezeichneten bereich wird der raum bis zur konstruktionsunterkante des aquädukts der öffentlichen verkehrsfläche, der raum darüber dem sondergebiet l .wiener hochquellenwasserleitung zugeordnet.","['Planzeichen', 'WidmungInMehrerenEbenen']"
7199_28_1,der abteilungsleiter: dipl.-ing. walter vokaun senatsrat,[]
7373e_0_0,magistrat der stadt wien ma 21 stadtteilplanung und flächennutzung plandokument 7373e abänderung des flächenwidmungsplanes und des bebauungsplanes,[]
7373e_0_1,"der gemeinderat hat in seiner sitzung am 29. april 2016, pr. zl. 631/2016-gsk, den folgenden beschluss gefasst: in abänderung des flächenwidmungsplanes und des bebauungsplanes für das im antragsplan nr. 7373e mit der rot strichpunktierten linie umschriebene gebiet zwischen felbigergasse, moßbachergasse, vogtgasse und mitisgasse im",[]
7373e_1_0,"bezirk, kat. g. penzing werden unter anwendung des § 1 der bauordnung (bo) für wien die folgenden bestimmungen gemäß § 4 und § 5 der bauordnung für wien getroffen:",[]
7373e_2_0,bestimmungen des plans die roten planzeichen gelten als neu festgesetzt;,[]
7373e_2_1,"die schwarzen planzeichen behalten ihre rechtskraft, sofern sie nicht rot überdeckt, durchkreuzt oder durchgestrichen sind.",[]
7373e_2_2,für die rechtliche bedeutung der planzeichen ist die beiliegende „zeichenerklärung für den flächenwidmungsplan und den bebauungsplan“ (§§ 4 und 5 bo für wien) vom,[]
7373e_3_0,"juli 2014 maßgebend, die einen bestandteil dieses beschlusses bildet.",[]
7373e_4_0,bestimmungen ohne bezeichnung des geltungsbereichs mit dem planzeichen bb,['Planzeichen']
7373e_5_0,die mit pd 7373 festgesetzte bestimmung 3.1.1.,[]
